,city,date,pm2_5,pm10,no2,so2,o3,hospital_id,respiratory_cases,avg_age_of_patients,weather_temperature,weather_humidity,wind_speed,rainfall_mm,population_density,industrial_activity_index
355,AJAH,2021-01-15,52.81,149.01,59.12,5.08,24.22,HOSP_AJA_10,9.0,32.3,33.5,42.5,1.1,2.6,16605.2,0.63
356,AJAH,2021-01-15,61.07,132.99,38.01,12.14,41.38,HOSP_AJA_4,19.0,21.8,32.1,69.8,3.3,3.1,14444.0,0.76
357,AJAH,2021-01-15,92.44,121.95,54.25,13.62,41.25,HOSP_AJA_8,14.0,27.9,31.2,62.5,2.9,1.2,14094.8,0.81
358,AJAH,2021-01-15,87.48,87.68,52.87,14.54,39.53,HOSP_AJA_7,11.0,44.1,26.2,79.0,3.4,1.0,28362.3,0.41
359,AJAH,2021-01-16,47.28,108.17,68.09,21.99,21.65,HOSP_AJA_2,9.0,42.9,28.4,47.0,3.8,8.5,18655.9,0.52
360,AJAH,2021-01-16,59.91,101.05,64.74,17.31,48.89,HOSP_AJA_2,14.0,32.4,32.2,76.7,1.8,1.8,27036.0,0.8
361,AJAH,2021-01-16,54.25,75.59,47.99,11.5,43.21,HOSP_AJA_10,14.0,24.2,27.3,64.6,2.5,5.5,19753.0,0.28
362,AJAH,2021-01-16,51.28,102.5,42.99,27.83,41.57,HOSP_AJA_10,8.0,45.3,34.7,57.3,2.0,7.1,27391.9,0.4
363,AJAH,2021-01-16,65.67,93.02,35.34,13.39,33.18,HOSP_AJA_10,16.0,22.8,29.1,76.7,3.0,4.1,16930.1,0.39
364,AJAH,2021-01-16,77.46,93.73,45.23,10.93,48.38,HOSP_AJA_3,16.0,45.4,31.1,75.3,4.5,4.6,23813.4,0.38
365,AJAH,2021-01-16,99.94,120.39,36.25,24.2,19.86,HOSP_AJA_5,22.0,34.0,29.5,53.1,3.3,2.4,25205.0,0.57
366,AJAH,2021-01-16,75.91,164.92,39.45,17.64,20.9,HOSP_AJA_2,9.0,38.4,32.3,41.9,1.7,7.9,24910.8,0.55
367,AJAH,2021-01-16,55.92,84.39,38.31,32.34,44.0,HOSP_AJA_1,9.0,20.2,25.9,62.1,4.1,0.1,28646.7,0.66
368,AJAH,2021-01-16,78.98,153.42,29.45,23.05,28.57,HOSP_AJA_2,7.0,23.1,33.4,49.0,4.0,6.9,24217.2,0.61
369,AJAH,2021-01-16,71.36,87.68,29.78,29.45,34.02,HOSP_AJA_9,13.0,20.2,31.2,70.2,1.7,8.1,20734.1,0.51
370,AJAH,2021-01-16,76.84,78.74,32.68,26.41,19.79,HOSP_AJA_3,15.0,20.3,28.0,52.4,1.9,0.6,13357.6,0.32
371,AJAH,2021-01-16,54.58,130.93,54.66,17.16,21.72,HOSP_AJA_10,11.0,24.5,26.4,40.8,3.3,10.0,13495.8,0.46
372,AJAH,2021-01-16,72.23,106.81,65.05,12.81,31.65,HOSP_AJA_2,17.0,45.8,32.1,62.8,4.3,8.9,17025.8,0.64
373,AJAH,2021-01-16,109.16,112.85,55.57,30.04,60.21,HOSP_AJA_9,20.0,49.4,30.6,65.2,1.3,9.9,12504.3,0.5
374,AJAH,2021-01-16,74.98,91.35,63.59,20.71,39.58,HOSP_AJA_4,15.0,48.4,27.5,44.3,3.6,6.0,19174.1,0.24
375,AJAH,2021-01-16,83.51,71.81,46.75,15.14,0.0,HOSP_AJA_5,17.0,28.0,34.8,51.4,4.1,4.6,26537.5,0.9
376,AJAH,2021-01-16,60.41,98.63,37.7,16.97,38.46,HOSP_AJA_1,14.0,20.6,25.5,49.3,3.0,8.4,20653.6,0.89
377,AJAH,2021-01-16,15.41,139.32,30.7,14.77,38.07,HOSP_AJA_2,13.0,20.5,31.7,79.7,2.9,4.6,23002.7,0.54
378,AJAH,2021-01-17,70.77,102.1,59.38,18.18,32.46,HOSP_AJA_9,10.0,48.4,28.2,53.2,1.1,4.9,15703.6,0.59
379,AJAH,2021-01-17,70.68,100.3,39.02,13.8,29.21,HOSP_AJA_5,12.0,24.9,32.0,45.5,4.5,3.6,14792.3,0.29
380,AJAH,2021-01-17,88.45,120.09,47.3,27.26,42.62,HOSP_AJA_9,13.0,26.0,26.5,45.1,1.1,3.2,26971.0,0.75
381,AJAH,2021-01-17,69.21,116.67,58.97,7.87,15.74,HOSP_AJA_10,11.0,49.3,28.3,55.0,4.1,5.5,25496.4,0.62
382,AJAH,2021-01-17,75.68,113.17,51.27,15.86,30.88,HOSP_AJA_3,18.0,32.4,27.3,78.3,2.9,6.4,17514.7,0.68
383,AJAH,2021-01-17,61.71,123.95,59.05,20.34,36.64,HOSP_AJA_3,7.0,35.1,31.2,75.0,4.3,6.3,14058.9,0.32
384,AJAH,2021-01-17,73.71,127.31,57.78,28.09,25.47,HOSP_AJA_5,13.0,23.6,34.7,65.3,2.7,4.2,23362.8,0.24
385,AJAH,2021-01-17,40.55,117.22,24.23,13.83,38.52,HOSP_AJA_4,10.0,40.1,27.9,43.9,4.8,5.6,23729.1,0.24
386,AJAH,2021-01-17,60.56,118.36,43.08,22.35,37.61,HOSP_AJA_1,10.0,28.1,25.4,48.9,3.1,7.3,19043.5,0.89
387,AJAH,2021-01-17,86.56,80.36,31.67,11.79,21.07,HOSP_AJA_3,8.0,46.4,28.2,63.5,3.3,5.2,15954.0,0.21
388,AJAH,2021-01-17,68.76,66.34,55.53,21.36,55.37,HOSP_AJA_2,14.0,33.0,27.9,64.8,4.0,0.5,21827.7,0.32
389,AJAH,2021-01-17,72.8,109.18,55.67,22.14,30.23,HOSP_AJA_9,12.0,36.6,31.6,65.9,2.3,0.8,14746.6,0.38
390,AJAH,2021-01-17,47.18,151.49,45.56,18.48,38.6,HOSP_AJA_9,6.0,34.5,26.6,61.7,4.4,1.2,28392.0,0.5
391,AJAH,2021-01-17,79.48,125.24,46.32,17.31,49.95,HOSP_AJA_10,13.0,48.8,32.2,60.8,4.4,9.8,20014.5,0.22
392,AJAH,2021-01-17,96.17,80.38,39.15,13.2,45.63,HOSP_AJA_6,12.0,44.0,28.0,74.2,3.7,9.1,11109.5,0.73
393,AJAH,2021-01-17,45.66,113.68,37.46,11.8,37.46,HOSP_AJA_9,10.0,36.2,25.7,77.4,3.6,1.3,19732.9,0.21
394,AJAH,2021-01-17,49.7,82.22,34.5,22.24,36.01,HOSP_AJA_7,8.0,23.9,32.8,62.9,4.3,5.1,11835.5,0.26
395,AJAH,2021-01-17,84.15,120.84,43.74,11.39,32.94,HOSP_AJA_9,12.0,33.3,28.5,65.4,2.9,3.6,20470.9,0.87
396,AJAH,2021-01-17,94.24,92.19,58.49,7.21,40.78,HOSP_AJA_4,22.0,32.8,33.5,76.1,1.5,3.5,21522.7,0.55
397,AJAH,2021-01-17,79.65,129.05,43.91,16.37,20.9,HOSP_AJA_3,8.0,45.5,34.8,71.3,1.1,4.1,28885.1,0.74
398,AJAH,2021-01-17,85.52,100.73,44.13,20.09,26.6,HOSP_AJA_3,14.0,37.2,29.4,53.1,1.1,7.1,29473.5,0.47
399,AJAH,2021-01-17,68.82,103.48,42.51,22.62,31.78,HOSP_AJA_9,12.0,38.5,33.5,56.7,2.7,6.6,25855.5,0.67
400,AJAH,2021-01-17,58.61,124.21,56.73,19.99,33.22,HOSP_AJA_7,10.0,42.4,33.7,60.8,2.6,7.0,25379.3,0.29
401,AJAH,2021-01-17,77.01,111.25,40.41,22.17,30.72,HOSP_AJA_5,10.0,43.3,31.3,48.8,2.8,4.5,17250.6,0.32
402,AJAH,2021-01-18,52.15,103.36,49.32,6.23,40.15,HOSP_AJA_4,13.0,36.6,31.3,62.4,2.2,0.8,17622.7,0.75
403,AJAH,2021-01-18,77.24,103.98,73.49,15.94,10.18,HOSP_AJA_1,24.0,38.5,27.3,43.1,2.7,7.7,21422.4,0.3
404,AJAH,2021-01-18,80.68,88.26,38.51,16.84,26.19,HOSP_AJA_4,13.0,42.9,33.7,70.9,2.2,6.1,20076.5,0.61
405,AJAH,2021-01-18,76.48,126.39,50.37,16.36,28.54,HOSP_AJA_5,9.0,47.5,27.9,71.1,4.8,1.5,17243.9,0.47
406,AJAH,2021-01-18,102.64,123.84,42.23,20.54,21.21,HOSP_AJA_2,19.0,33.8,31.2,73.8,3.9,9.3,20560.5,0.2
407,AJAH,2021-01-18,23.11,84.2,65.13,25.5,61.59,HOSP_AJA_7,13.0,33.7,34.4,53.1,1.0,6.1,26301.5,0.88
408,AJAH,2021-01-18,88.5,125.05,46.99,9.19,34.0,HOSP_AJA_2,15.0,34.9,26.6,53.7,1.0,6.5,11450.1,0.73
409,AJAH,2021-01-18,52.43,51.92,58.17,22.02,26.58,HOSP_AJA_5,22.0,24.4,25.8,71.4,1.9,8.2,27813.6,0.65
410,AJAH,2021-01-18,55.79,76.97,40.65,19.35,47.24,HOSP_AJA_7,18.0,29.8,27.3,71.0,2.6,8.3,17402.3,0.79
411,AJAH,2021-01-18,67.75,61.33,49.99,25.73,29.36,HOSP_AJA_9,9.0,38.6,25.3,68.0,4.0,8.9,28441.2,0.73
412,AJAH,2021-01-18,86.65,104.89,48.61,22.04,28.94,HOSP_AJA_3,11.0,37.7,34.0,48.7,3.1,1.5,25485.3,0.75
413,AJAH,2021-01-18,84.14,128.01,25.25,10.14,40.11,HOSP_AJA_2,19.0,44.6,32.9,61.0,4.3,5.5,22358.5,0.25
414,AJAH,2021-01-18,80.3,95.66,49.83,11.19,55.4,HOSP_AJA_2,11.0,26.0,34.2,66.7,2.4,2.9,24126.6,0.8
415,AJAH,2021-01-18,97.84,100.57,40.06,18.31,31.56,HOSP_AJA_7,18.0,33.4,34.5,62.8,4.1,3.5,21147.2,0.79
416,AJAH,2021-01-18,87.18,71.9,63.7,8.32,38.68,HOSP_AJA_9,12.0,32.7,26.2,55.5,1.5,2.6,21984.6,0.65
417,AJAH,2021-01-18,81.94,116.63,59.46,24.58,51.21,HOSP_AJA_4,14.0,47.6,27.5,42.1,3.0,5.3,19355.9,0.26
418,AJAH,2021-01-18,77.0,103.59,44.66,19.54,30.25,HOSP_AJA_2,15.0,32.7,25.4,51.7,3.2,3.9,29157.0,0.28
419,AJAH,2021-01-18,61.52,71.78,58.71,14.27,31.27,HOSP_AJA_1,18.0,43.5,26.1,64.1,3.2,9.7,12742.1,0.88
420,AJAH,2021-01-18,92.9,80.07,48.68,7.02,23.24,HOSP_AJA_6,9.0,33.9,28.8,42.1,3.3,1.3,16864.9,0.62
421,AJAH,2021-01-18,67.69,114.41,34.52,13.35,47.51,HOSP_AJA_3,16.0,43.8,28.4,59.4,4.5,2.7,16277.4,0.27
422,AJAH,2021-01-18,77.31,136.78,31.87,27.44,39.39,HOSP_AJA_9,14.0,27.6,29.8,64.1,1.5,7.3,17333.4,0.44
423,AJAH,2021-01-18,75.7,69.39,46.26,26.88,51.87,HOSP_AJA_9,12.0,35.9,27.1,52.8,2.3,8.3,13995.0,0.84
424,AJAH,2021-01-18,76.21,140.53,31.23,17.93,43.6,HOSP_AJA_10,16.0,42.9,33.0,46.2,3.9,2.1,24266.1,0.23
425,AJAH,2021-01-18,77.07,83.1,43.87,12.58,60.1,HOSP_AJA_7,15.0,42.4,33.9,64.0,2.2,5.5,11840.0,0.22
426,AJAH,2021-01-18,56.08,152.09,45.11,15.85,28.01,HOSP_AJA_10,10.0,29.7,29.1,62.5,4.9,4.6,28113.5,0.7
427,AJAH,2021-01-18,90.26,96.74,20.47,14.87,32.9,HOSP_AJA_7,11.0,26.6,34.7,44.9,3.7,3.1,26562.3,0.9
428,AJAH,2021-01-18,79.78,104.07,16.21,26.44,34.24,HOSP_AJA_5,15.0,23.4,34.4,71.4,1.5,5.8,24567.6,0.76
429,AJAH,2021-01-18,91.56,119.44,36.18,10.25,32.1,HOSP_AJA_7,12.0,24.9,33.7,43.5,2.4,8.1,10834.6,0.69
430,AJAH,2021-01-19,0.0,101.75,51.81,11.62,23.22,HOSP_AJA_9,10.0,35.8,31.2,73.0,2.1,2.2,28112.8,0.39
431,AJAH,2021-01-19,74.88,128.78,49.77,17.17,32.39,HOSP_AJA_9,20.0,37.3,25.3,74.6,3.7,9.1,22117.5,0.67
432,AJAH,2021-01-19,68.76,138.54,49.19,18.87,41.33,HOSP_AJA_9,21.0,23.6,30.4,71.4,4.9,6.1,19818.4,0.52
433,AJAH,2021-01-19,27.9,132.37,43.61,23.88,30.49,HOSP_AJA_1,12.0,41.7,31.9,52.3,4.7,7.6,19679.3,0.52
434,AJAH,2021-01-19,89.1,152.11,42.86,13.72,37.48,HOSP_AJA_1,17.0,40.6,25.8,60.3,1.2,4.4,22310.2,0.4
435,AJAH,2021-01-19,45.61,103.05,26.19,9.21,35.71,HOSP_AJA_10,15.0,26.9,32.1,71.0,1.2,5.7,14630.3,0.83
436,AJAH,2021-01-19,70.77,92.36,62.69,18.98,13.82,HOSP_AJA_5,10.0,46.0,25.9,46.6,4.3,1.1,16082.4,0.82
437,AJAH,2021-01-19,54.59,138.15,33.69,14.38,42.96,HOSP_AJA_1,17.0,23.9,33.4,59.0,1.7,8.9,13909.6,0.61
438,AJAH,2021-01-19,93.6,131.2,53.41,12.75,42.24,HOSP_AJA_8,19.0,29.2,34.3,42.7,2.3,7.0,18504.3,0.84
439,AJAH,2021-01-19,76.08,109.11,76.22,20.94,47.34,HOSP_AJA_5,16.0,48.5,30.3,54.7,3.9,9.5,14101.9,0.6
440,AJAH,2021-01-19,89.22,122.3,49.12,19.83,33.85,HOSP_AJA_10,20.0,26.5,25.3,73.3,2.9,6.2,10249.2,0.63
441,AJAH,2021-01-19,53.59,94.72,53.95,27.1,59.41,HOSP_AJA_6,16.0,29.7,27.0,67.5,3.0,3.6,19143.6,0.3
442,AJAH,2021-01-19,54.75,108.82,38.8,20.39,34.51,HOSP_AJA_10,13.0,30.1,34.1,66.7,1.9,9.5,12932.5,0.54
443,AJAH,2021-01-19,102.42,118.65,46.64,22.58,29.36,HOSP_AJA_10,18.0,33.2,33.0,70.9,1.5,2.1,11299.4,0.42
444,AJAH,2021-01-19,72.82,78.07,43.22,15.54,56.0,HOSP_AJA_8,10.0,43.9,25.6,59.7,2.8,0.5,19224.6,0.73
445,AJAH,2021-01-19,85.56,133.04,42.0,17.63,44.04,HOSP_AJA_5,11.0,32.4,29.1,64.8,4.7,2.8,23074.2,0.63
446,AJAH,2021-01-19,76.32,117.52,58.69,6.13,32.58,HOSP_AJA_9,12.0,32.0,27.1,47.5,2.0,0.3,28778.4,0.79
447,AJAH,2021-01-19,80.62,114.83,33.97,13.98,32.0,HOSP_AJA_8,18.0,37.5,27.6,67.6,4.7,1.0,27086.0,0.48
448,AJAH,2021-01-19,78.27,91.72,42.01,23.34,26.52,HOSP_AJA_1,10.0,29.9,30.3,43.6,2.7,0.9,20090.8,0.6
449,AJAH,2021-01-19,60.97,139.31,36.89,23.66,42.94,HOSP_AJA_6,16.0,37.5,30.0,42.9,2.3,1.4,21650.9,0.44
450,AJAH,2021-01-19,70.88,133.01,62.96,12.14,30.08,HOSP_AJA_1,16.0,40.8,33.6,43.2,3.3,2.2,16773.1,0.57
451,AJAH,2021-01-19,72.7,152.59,51.23,17.43,42.96,HOSP_AJA_9,12.0,38.5,30.2,57.5,2.8,7.6,25016.7,0.44
452,AJAH,2021-01-19,34.97,120.58,50.27,17.01,26.37,HOSP_AJA_5,8.0,34.4,28.8,74.7,3.1,5.8,13400.3,0.68
453,AJAH,2021-01-19,53.87,124.22,33.1,11.32,38.1,HOSP_AJA_6,10.0,47.8,33.7,48.3,3.3,1.3,23263.5,0.43
454,AJAH,2021-01-19,66.75,113.28,33.28,16.63,34.45,HOSP_AJA_4,10.0,30.5,33.6,67.2,2.2,7.3,14434.6,0.62
455,AJAH,2021-01-19,68.54,78.51,44.94,11.72,47.27,HOSP_AJA_6,14.0,29.0,30.2,59.5,2.9,2.6,19474.0,0.33
456,AJAH,2021-01-19,89.84,48.72,32.2,16.63,36.37,HOSP_AJA_5,11.0,20.9,28.8,48.3,1.6,1.3,22443.4,0.56
457,AJAH,2021-01-19,99.92,116.19,43.76,13.91,36.23,HOSP_AJA_9,15.0,40.6,27.6,58.3,1.0,1.9,29781.3,0.62
458,AJAH,2021-01-19,61.48,108.64,66.65,10.47,24.12,HOSP_AJA_7,12.0,32.2,27.8,51.5,3.7,0.8,13050.9,0.47
459,AJAH,2021-01-19,79.63,109.61,38.04,26.42,39.21,HOSP_AJA_7,11.0,34.7,34.7,78.8,1.0,8.4,13537.9,0.36
460,AJAH,2021-01-20,39.21,154.54,45.22,10.46,38.44,HOSP_AJA_2,15.0,34.7,34.2,42.0,4.3,9.4,17264.6,0.57
461,AJAH,2021-01-20,107.72,133.49,53.59,13.23,32.05,HOSP_AJA_5,24.0,34.4,28.9,43.5,3.4,4.1,10220.1,0.78
462,AJAH,2021-01-20,55.74,72.31,69.79,26.17,20.95,HOSP_AJA_6,16.0,43.7,30.1,53.4,4.1,7.4,23171.0,0.77
463,AJAH,2021-01-20,77.07,89.14,61.32,24.09,50.08,HOSP_AJA_6,15.0,34.2,27.6,44.9,4.1,6.4,29781.5,0.2
464,AJAH,2021-01-20,82.42,87.81,35.43,18.03,28.48,HOSP_AJA_5,11.0,35.6,31.0,48.2,3.4,4.4,11497.0,0.85
465,AJAH,2021-01-20,97.28,138.56,49.86,12.84,48.96,HOSP_AJA_8,26.0,43.4,28.2,59.9,4.6,1.9,29467.9,0.74
466,AJAH,2021-01-20,73.53,73.27,58.61,17.9,38.81,HOSP_AJA_2,17.0,45.7,29.8,64.7,4.3,3.4,16358.5,0.9
467,AJAH,2021-01-20,84.73,112.72,36.95,21.26,29.15,HOSP_AJA_3,17.0,36.3,29.3,46.1,4.6,7.1,15005.8,0.82
468,AJAH,2021-01-20,55.36,107.95,38.74,13.74,32.51,HOSP_AJA_10,11.0,43.9,31.6,65.1,1.5,4.3,11704.0,0.42
469,AJAH,2021-01-20,73.99,105.71,40.82,19.4,43.15,HOSP_AJA_8,21.0,31.9,27.9,55.7,1.4,8.9,18912.1,0.41
470,AJAH,2021-01-20,81.37,132.56,43.47,15.99,36.72,HOSP_AJA_3,23.0,32.5,27.0,74.9,3.2,6.4,12211.0,0.6
471,AJAH,2021-01-20,81.23,105.73,28.01,20.51,32.93,HOSP_AJA_9,15.0,48.0,25.3,68.1,4.6,1.1,19951.3,0.53
472,AJAH,2021-01-20,85.31,100.0,50.77,4.14,36.5,HOSP_AJA_6,7.0,43.7,27.5,46.9,1.1,5.4,18207.7,0.87
473,AJAH,2021-01-20,56.27,79.72,55.55,12.31,27.86,HOSP_AJA_9,16.0,38.7,31.0,70.4,1.3,5.4,13434.4,0.38
474,AJAH,2021-01-20,104.6,101.92,22.55,26.05,27.72,HOSP_AJA_7,12.0,47.5,27.0,51.9,1.9,4.4,13374.3,0.24
475,AJAH,2021-01-20,83.21,104.28,41.94,23.79,33.74,HOSP_AJA_1,12.0,39.7,25.8,41.9,4.1,0.9,23123.2,0.72
476,AJAH,2021-01-20,83.89,92.42,74.82,14.56,44.24,HOSP_AJA_9,11.0,44.3,32.6,51.3,1.4,1.4,14048.3,0.64
477,AJAH,2021-01-20,73.53,94.63,59.78,21.09,30.15,HOSP_AJA_6,16.0,40.6,27.3,48.5,3.1,9.2,28806.6,0.32
478,AJAH,2021-01-20,84.47,130.63,44.64,21.85,18.89,HOSP_AJA_3,8.0,42.7,34.0,57.8,3.1,9.8,22334.6,0.73
479,AJAH,2021-01-20,104.11,116.16,39.57,24.71,29.8,HOSP_AJA_2,13.0,44.4,32.8,49.4,3.1,2.0,15812.3,0.87
480,AJAH,2021-01-20,54.16,89.03,58.89,11.32,40.84,HOSP_AJA_3,13.0,39.2,33.1,75.6,2.8,7.0,27759.2,0.3
481,AJAH,2021-01-21,71.25,135.65,41.5,21.75,36.22,HOSP_AJA_4,9.0,25.7,27.9,54.2,1.4,9.4,16376.9,0.51
482,AJAH,2021-01-21,77.49,128.66,31.46,24.87,39.04,HOSP_AJA_6,10.0,33.4,31.6,79.8,2.6,4.6,16547.1,0.58
483,AJAH,2021-01-21,90.24,122.49,40.69,26.71,41.44,HOSP_AJA_9,23.0,40.2,28.7,41.3,3.6,7.6,21305.7,0.25
484,AJAH,2021-01-21,84.45,136.27,34.1,15.17,32.54,HOSP_AJA_4,16.0,23.9,33.2,48.6,3.3,6.6,25367.0,0.86
485,AJAH,2021-01-21,63.91,144.63,63.16,27.21,31.39,HOSP_AJA_1,19.0,31.3,27.9,46.3,1.2,7.4,25285.3,0.22
486,AJAH,2021-01-21,91.5,101.29,59.58,21.85,45.13,HOSP_AJA_5,15.0,42.1,26.8,53.6,2.1,2.3,19331.6,0.69
487,AJAH,2021-01-21,87.03,92.04,45.28,23.68,49.71,HOSP_AJA_10,12.0,31.8,33.8,74.1,3.2,4.5,24003.8,0.3
488,AJAH,2021-01-21,65.16,112.92,38.57,21.63,34.42,HOSP_AJA_1,9.0,46.9,28.2,64.0,1.6,6.3,29545.9,0.43
489,AJAH,2021-01-21,78.15,111.26,53.43,26.53,41.36,HOSP_AJA_8,13.0,20.4,31.7,78.0,4.8,1.1,25642.9,0.79
490,AJAH,2021-01-21,114.34,130.81,50.8,7.51,36.04,HOSP_AJA_6,20.0,45.2,34.1,69.2,4.5,7.9,14399.1,0.44
491,AJAH,2021-01-21,84.67,80.35,50.04,14.79,46.35,HOSP_AJA_1,17.0,37.5,28.1,44.8,1.8,9.3,20314.8,0.59
492,AJAH,2021-01-21,75.56,95.15,46.37,17.69,32.27,HOSP_AJA_9,16.0,23.4,27.9,69.4,3.5,9.9,15574.2,0.38
493,AJAH,2021-01-21,64.34,96.09,69.44,22.41,43.24,HOSP_AJA_1,18.0,21.1,32.6,49.8,3.4,0.5,15722.4,0.26
494,AJAH,2021-01-21,63.28,128.07,35.8,21.95,44.07,HOSP_AJA_4,11.0,39.0,32.0,75.8,3.0,5.6,21902.4,0.57
495,AJAH,2021-01-21,65.21,54.26,44.48,16.36,34.7,HOSP_AJA_10,14.0,40.5,28.6,72.1,3.3,3.0,27200.3,0.51
496,AJAH,2021-01-21,19.57,87.18,40.6,4.93,29.63,HOSP_AJA_2,10.0,26.6,32.9,45.4,2.8,4.8,10791.6,0.25
497,AJAH,2021-01-21,84.91,85.71,33.32,15.83,19.7,HOSP_AJA_7,13.0,44.9,32.2,49.7,1.0,1.8,26710.4,0.79
498,AJAH,2021-01-21,71.17,113.4,41.4,19.35,42.87,HOSP_AJA_10,16.0,29.1,31.8,61.7,4.4,10.0,20859.2,0.21
499,AJAH,2021-01-21,75.1,79.12,89.88,19.01,33.65,HOSP_AJA_3,12.0,35.5,28.0,55.4,4.8,3.7,12319.8,0.82
500,AJAH,2021-01-21,48.24,136.22,27.32,18.17,34.42,HOSP_AJA_3,11.0,32.4,29.2,70.7,1.8,2.2,15785.8,0.48
501,AJAH,2021-01-21,50.67,92.08,59.78,21.16,32.44,HOSP_AJA_10,12.0,38.4,29.1,46.2,3.6,7.7,29267.2,0.77
502,AJAH,2021-01-21,107.05,91.54,36.89,14.87,38.33,HOSP_AJA_8,10.0,32.6,32.5,72.2,1.4,8.4,17298.8,0.87
503,AJAH,2021-01-21,84.4,163.72,69.59,27.86,27.49,HOSP_AJA_4,14.0,35.7,26.4,65.8,1.0,3.8,26748.2,0.79
504,AJAH,2021-01-21,98.4,69.4,22.05,11.0,36.51,HOSP_AJA_7,17.0,49.4,33.2,55.2,3.2,9.9,12923.8,0.85
505,AJAH,2021-01-21,71.38,119.28,30.12,25.73,36.23,HOSP_AJA_2,16.0,28.4,29.5,48.7,4.6,1.9,16894.4,0.54
506,AJAH,2021-01-21,68.67,119.46,39.99,20.27,43.13,HOSP_AJA_7,9.0,23.4,32.7,52.1,2.6,6.6,10617.5,0.25
507,AJAH,2021-01-21,90.26,127.69,49.55,12.35,50.72,HOSP_AJA_9,11.0,30.8,30.3,45.3,3.2,8.0,10850.0,0.21
508,AJAH,2021-01-21,90.21,133.26,49.39,4.49,28.19,HOSP_AJA_2,11.0,23.9,34.5,61.4,3.2,1.2,28006.6,0.61
509,AJAH,2021-01-21,98.09,115.76,54.83,16.77,39.98,HOSP_AJA_4,18.0,34.4,32.2,73.3,2.4,0.1,24606.7,0.65
510,AJAH,2021-01-22,55.57,98.71,58.15,15.74,37.11,HOSP_AJA_5,13.0,21.2,28.5,72.4,2.1,1.9,13923.5,0.54
511,AJAH,2021-01-22,84.38,113.67,33.87,16.41,34.96,HOSP_AJA_5,20.0,36.3,27.3,73.5,1.2,0.2,16434.4,0.78
512,AJAH,2021-01-22,63.57,129.86,43.29,9.42,44.75,HOSP_AJA_1,12.0,31.4,35.0,50.1,4.8,2.3,27353.9,0.61
513,AJAH,2021-01-22,68.05,85.02,46.75,18.53,42.67,HOSP_AJA_3,18.0,20.7,28.8,63.7,4.2,4.5,27931.1,0.68
514,AJAH,2021-01-22,76.28,73.38,24.9,14.94,42.22,HOSP_AJA_10,11.0,34.9,30.2,60.3,2.4,9.7,27955.3,0.55
515,AJAH,2021-01-22,65.67,123.48,34.34,14.7,35.04,HOSP_AJA_8,7.0,20.6,29.8,51.1,1.9,3.0,26459.4,0.77
516,AJAH,2021-01-22,81.31,122.48,46.38,7.03,34.13,HOSP_AJA_6,10.0,39.1,29.2,54.7,4.7,7.2,15002.9,0.6
517,AJAH,2021-01-22,83.33,92.82,52.5,20.01,34.98,HOSP_AJA_1,14.0,31.1,28.9,55.4,1.4,5.6,12780.7,0.8
518,AJAH,2021-01-22,60.01,94.16,33.19,13.67,39.83,HOSP_AJA_6,16.0,29.9,25.0,79.2,4.8,0.9,11967.9,0.68
519,AJAH,2021-01-22,62.95,96.95,51.27,20.63,28.11,HOSP_AJA_2,18.0,45.5,33.0,75.1,3.6,8.8,16252.2,0.82
520,AJAH,2021-01-22,72.72,90.91,38.36,10.12,31.21,HOSP_AJA_2,17.0,45.2,32.1,78.3,1.6,5.0,14504.7,0.86
521,AJAH,2021-01-22,90.14,144.52,44.85,18.53,49.31,HOSP_AJA_2,7.0,20.7,30.7,77.4,4.9,1.1,14681.3,0.56
522,AJAH,2021-01-22,62.84,130.11,48.97,16.91,42.65,HOSP_AJA_9,12.0,46.1,33.2,41.0,2.8,9.9,24516.5,0.32
523,AJAH,2021-01-22,80.05,123.78,64.78,5.49,44.07,HOSP_AJA_10,14.0,41.5,25.6,43.2,4.8,8.7,16675.0,0.24
524,AJAH,2021-01-22,100.57,147.18,77.25,21.18,54.95,HOSP_AJA_10,12.0,39.3,30.4,63.5,3.1,6.1,19538.1,0.75
525,AJAH,2021-01-22,102.69,130.71,41.46,15.33,28.13,HOSP_AJA_8,11.0,49.7,25.1,66.4,4.1,8.8,12536.6,0.55
526,AJAH,2021-01-22,90.96,99.27,49.25,17.01,51.52,HOSP_AJA_7,17.0,21.3,29.5,76.6,4.8,8.6,21809.2,0.29
527,AJAH,2021-01-22,63.46,87.03,57.16,24.51,64.48,HOSP_AJA_2,14.0,38.8,28.9,58.2,4.1,0.8,20379.4,0.25
528,AJAH,2021-01-22,89.89,104.67,50.48,24.85,6.21,HOSP_AJA_1,17.0,38.6,33.8,62.4,2.5,7.7,23030.1,0.88
529,AJAH,2021-01-22,45.6,102.27,52.42,16.28,47.15,HOSP_AJA_8,13.0,22.2,25.2,80.0,1.4,8.5,18547.8,0.75
530,AJAH,2021-01-22,42.24,119.58,47.17,15.58,45.48,HOSP_AJA_1,18.0,41.8,34.4,59.0,4.0,1.0,15479.1,0.52
531,AJAH,2021-01-22,54.15,126.6,33.75,17.47,32.77,HOSP_AJA_10,10.0,23.0,29.0,52.8,1.5,5.8,12560.8,0.67
532,AJAH,2021-01-22,54.45,122.62,47.82,19.56,32.48,HOSP_AJA_1,13.0,40.0,32.0,49.3,4.4,4.7,24296.8,0.87
